
#
# Diese Daten sind Input für das Tool: PTNA - Public Transport Network Analysis (https://ptna.openstreetmap.de)
#


= Überblick über die ÖPNV-Linien des Oberösterreichischen Verkehrsverbunds

- Verweis auf diese Liste mit den [[Austria/Nahverkehr_Ober%C3%B6sterreich/Analyse/OÖVV-Linien|OÖVV Linien]] im OSM-Wiki.
-
- Verweis auf mehr [/de/config.php?network=AT-O%C3%96VV Informationen] zu dieser Auswertung.
-

=Eisenbahn
S1;train;Linz <=> Garsten;;;ÖBB-Personenverkehr AG;AT-Eisenbahn;1-S1-O-j26-1;
326;bus;"Freistadt - Rainbach - Summerau - Leopoldschlag - Wullowitz Freistadt - Rainbach - Leopoldschlag - Wullowitz";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22326:;
327;bus;"Freistadt - Grünbach - Lichtenau - Windhaag - Mairspindt Freistadt - Grünbach - Windhaag - Mairspindt";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22327:;
329;bus;"Linz voestalpine - Freistadt - Sandl (-Liebenau)- Karlstift - Groß Gerungs Linz voestalpine - Freistadt- Sandl - Groß Gerungs";;;Leitner Adelheid GmbH;AT-OOeVV;at:oov:22329:;
330;bus;"Freistadt - Sandl - Liebenau Freistadt - Sandl - Liebenau";;;Leitner Adelheid GmbH;AT-OOeVV;at:oov:22330:;
332;bus;"Freistadt - Lasberg - St.Oswald bei Freistadt - Weitersfelden - Königswiesen Freistadt - St.Oswald - Weitersfelden-Königswiesen";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22332:;
333;bus;"Freistadt -St.Oswald - Amesreith -Weitersfe. -Unterweißenb. - Königswi. (KEIN DRUCK) Freistadt - St.Oswald - KEIN DRUCK in 332";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22333:;
334;bus;"Freistadt - St. Oswald - Amesreith - Langfirling - St. Leonhard b. Fr. Freistadt - St. Oswald - St. Leonhard b. Freistadt";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;at:oov:22334:;
335;bus;"Freistadt - Lasberg - Kefermarkt - Gutau Freistadt - Kefermarkt - - Gutau";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;at:oov:22335:;
336;bus;"Linz voestalpine - Pregarten - Gutau - St. Leonhard b. Fr. - Weitersfelden (WS) Linz voestalpine - Pregarten - Gutau - Weitersfelden";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;at:oov:22336:;
338;bus;"Freistadt - Kefermarkt - Pregarten Freistadt - Kefermarkt- Pregarten";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22338:;
339;bus;"Linz - Treffling - Gallneukirchen - Unterweitersdorf - Loibersdorf Linz - Gallneukirchen - Unterweitersdorf - Loibersdorf";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22339:;
340;bus;"Linz - Pregarten - Tragwein - Bad Zell - Königswiesen Linz - Pregarten - Königswiesen";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22340:;
341;bus;"Linz - Pregarten - Tragwein - Bad Zell - Schönau - Unterweißenbach Linz - Bad Zell - Unterweißenbach";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22341:;
342;bus;"Perg Schulzentrum - Bad Zell - Königswiesen (KEIN DRUCK) Perg Schulzentrum - KEIN DRUCK";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22342:;
343;bus;"Linz/Hagenberg - Pregarten - Gutau - St. Leonhard bei Fr. Linz/Hagenberg - Pregarten - Gutau - St. Leonhard b. Fr.";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;at:oov:22343:;
345;bus;"Linz - Katsdorf - Gaisbach-Wartberg - Pregarten Linz - Katsdorf - Gaisbach-Wartberg - Pregarten";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183451:;
346;bus;"Linz voestalpine - Hagenberg - Kefermarkt - Lasberg - St. Oswald - Weitersfelden Linz voestalpine - Hagenberg - St. Oswald - Weitersfelden";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22346:;
347;bus;"Linz voestalpine - Pregarten - Gutau - St. Leonhard b. Fr. (Schnellverkehr TS) Linz voestalpine - Pregarten - Gutau - St. Leonhard b. Fr.";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22347:;
348;bus;"Linz voestalpine - Pregarten - Bad Zell - Unterweißenbach/Königswiesen - Arbesbach Linz voestalpine - Bad Zell - Unterweißenbach/Arbesbach";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22348:;
349;bus;"Linz voestalpine - Bad Zell - Schönau - Unterweißenbach Linz voestalpine - Bad Zell - Schönau - Unterweißenbach";;;Österreichische Postbus AG;AT-OOeVV;at:oov:22349:;
350;bus;"Pregarten - Gaisbach/Frensdorf - Ried/Riedmark - Mauthausen Bhf. Pregarten - Gaisbach/Frensdorf Ried/Riedmark - Mauthausen";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183501:;
351;bus;"Katsdorf - Ruhstetten - Ried/Riedmark Katsdorf - Ruhstetten - Ried/Riedmark";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183511:;
352;bus;"Perg - Schwertberg - Niederzirking - Ried/Riedmark - Lungitz Perg - Schwertberg - Ried/Riedmark - Lungitz";;;Österreichische Postbus AG;AT-OOeVV;18-352-j23-1;
353;bus;"Gallneukirchen - Schweinbach - Katsdorf - Lungitz Gallneukirchen - Schweinbach - Katsdorf - Lungitz";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183531:;
354;bus;"Tragwein - Kriechbaum - Schwertberg (- Perg) Tragwein - Kriechbaum - Schwertberg (- Perg)";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183541:;
356;bus;"Pregarten - Schwertberg - Perg Pregarten - Schwertberg - Perg";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183561:;
357;bus;"Bad Zell - Allerheiligen i. Mkr. - Perg Bad Zell - Allerheiligen i. Mkr. - Perg";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183571:;
360;bus;"Linz - Steyregg - St. Georgen/Gusen - Mauthausen Linz - Steyregg - St. Georgen/G. - Mauthausen";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183601:;
361;bus;"Hbf (Busterminal) - Abzw Bahnhof";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183611:;
362;bus;"Mauthausen - Schwertberg - Perg Mauthausen - Schwertberg - Perg";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183621:;
363;bus;"Statzing - Luftenberg - Abwinden - Statzing Statzing - Luftenberg - Abwinden - Statzing";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183631:;
364;bus;"Ried/Riedmark - Blindendorf - St. Georgen/Gusen Ried/Riedmark - Blindendorf - St. Georgen/Gusen";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183641:;
365;bus;"Linz voestalpine - Mauthausen - Schwertberg - Arbing Linz voestalpine - Arbing";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;at:oov:183651:;
366;bus;"Linz voestalpine - Steyregg - Mauthausen (Tagschicht) Linz voestalpine - Steyregg - Mauthausen";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183661:;
373;bus;"Mauthausen - Naarn im Machlande - Perg - Münzbach - Bad Kreuzen Mauthausen - Naarn - Perg - Münzbach - Bad Kreuzen";;;Wilhelm Welser Verkehrsbetriebe GmbH;at:oov:183731:;
374;bus;"Perg - Windhaag bei Perg - Rechberg Perg - Windhaag bei Perg - Rechberg";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;at:oov:183741:;
375;bus;"Baumgartenberg - Mitterkirchen - Naarn im Machlande - Perg/Mauthausen Baumgartenberg - Mitterkirchen - Naarn - Perg/Mauthausen";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;at:oov:183751:;
376;bus;"Pasching bei Perg - Pergkirchen - Perg Pasching - Pergkirchen - Perg";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;at:oov:183761:;
377;bus;"Linz Hafen - Perg - Rechberg Linz Hafen - Mauthausen - Perg - Rechberg";;;sabtours Busbetrieb GmbH;AT-OOeVV;at:oov:18377:;
378;bus;"Linz voestalpine - Perg - Pabneukirchen - St. Georgen am Walde - Arbesbach Linz voestalpine - Perg - St.Georgen a.W. - Arbesbach";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183781:;
379;bus;"Pflegkreuz - voestalpine/Maschinenbau";;;Siegfried Baumgartner;AT-OOeVV;at:oov:183791:;
380;bus;"Amstetten - Grein - St. Nikola an der Donau - Waldhausen im Strudengau Amstetten - Grein - St. Nikola - Waldhausen";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183801:;
381;bus;"Grein - Dimbach - St. Georgen am Walde Grein - Dimbach - St. Georgen am Walde";;;Siegfried Baumgartner;AT-OOeVV;at:oov:183811:;
382;bus;"Grein - Bad Kreuzen Grein - Bad Kreuzen";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183821:;
383;bus;"Baumgartenberg - Arbing - Münzbach Baumgartenberg - Arbing - Münzbach";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;at:oov:183831:;
384;bus;"Baumgartenberg - Saxen - Klam - Bad Kreuzen - Pabneukirchen - St. Thomas/Bla. Baumgartenberg - Bad Kreuzen - Pabneukirchen - St.Thomas/Bla.";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;at:oov:183804:;
386;bus;"Waldhausen im Strudengau - Dorfstetten Waldhausen - Dorfstetten";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183861:;
388;bus;"Linz voestalpine - Mitterkirchen - Grein Linz voestalpine - Mitterkirchen - Grein";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183881:;
389;bus;"Linz voestalpine - Naarn im Machlande - Mitterkirchen - Grein - Waldhausen im Strudengau Linz voestalpine - Naarn - Mitterkirchen - Waldhausen";;;Österreichische Postbus AG;AT-OOeVV;at:oov:183891:;

==Bereich 4xx
400;bus;"Linz - Asten - Enns - Kronstorf - Steyr Linz - Asten - Enns - Kronstorf - Steyr";;;Österreichische Postbus AG;AT-OOeVV;45-400-j23-1;
402;bus;"Enns - Hargelsberg - Dietach - Steyr Enns - Hargelsberg - Dietach - Steyr";;;Österreichische Postbus AG;AT-OOeVV;45-402-j23-1;
403;bus;"St. Florian/Hofkirchen - Tillysburg - Volkersdorf - Enns St. Florian/Hofkirchen - Tillysburg - Volkersdorf - Enns";;;Österreichische Postbus AG;AT-OOeVV;45-403-j23-1;
404;bus;"Enns Hauptplatz - Enns Bhf - Enns Logistikzentrum Ennshafen (Enns Hauptplatz -) Enns Bahnhof - Logistikzentrum Ennshafen";;;Österreichische Postbus AG;AT-OOeVV;45-404-j23-1;
407;bus;"St. Florian - Asten - Raffelstetten St. Florian - Asten - Raffelstetten";;;Österreichische Postbus AG;AT-OOeVV;45-407-j23-1;
408;bus;"Asten - Raffelstetten - Linz Pichling Asten - Raffelstetten - Linz Pichling";;;Österreichische Postbus AG;AT-OOeVV;45-408-j23-1;
409;bus;"Mauthausen - Enns - Linz voestalpine - Linz Chemiepark - Kraftwerk Mauthausen - Enns - Linz voestalpine/Chemie/Kraftwerk";;;Österreichische Postbus AG;AT-OOeVV;18-409-j23-1;
410;bus;"Linz - St. Florian - Niederneukirchen - Hofkirchen - Wolfern - Steyr Linz - St. Florian - Niederneuk. - Hofk. - Wolfern - Steyr";;;Österreichische Postbus AG;AT-OOeVV;45-410-j23-1;
411;bus;"Linz - St. Florian - Niederneukirchen - Weichstetten - Sierning Linz - St. Florian - Niederneuk. - Weichstetten - Sierning";;;Österreichische Postbus AG;AT-OOeVV;45-411-j23-1;
412;bus;"Linz - St. Florian HBLA - Niederneukirchen - Hofkirchen - Hargelsberg Linz - St. Florian - Niederneuk. - Hofkirchen - Hargelsberg";;;Österreichische Postbus AG;AT-OOeVV;45-412-j23-1;
413;bus;"St. Florian - Hohenbrunn - Kurzenkirchen - St. Marien St. Florian - Hohenbrunn - Kurzenkirchen - St. Marien";;;Österreichische Postbus AG;AT-OOeVV;45-413-j23-1;
414;bus;"St. Marien - Neuhofen/Krems St. Marien - Neuhofen/Krems";;;Österreichische Postbus AG;AT-OOeVV;45-414-j23-1;
415;bus;"Niederneukirchen - Kurzenkirchen - St. Marien Niederneukirchen - Kurzenkirchen - St. Marien";;;Österreichische Postbus AG;AT-OOeVV;45-415-j23-1;
417;bus;"St. Florian - Rohrbach b. St. Florian - Wambacherberg - Ölkam - Taunleiten St. Florian - Ölkam - Taunleiten";;;Österreichische Postbus AG;AT-OOeVV;45-417-j23-1;
420;bus;"Sierning - Schiedlberg - Piberbach - Neuhofen/Krems Sierning - Schiedlberg - Piberbach - Neuhofen/Krems";;;Österreichische Postbus AG;AT-OOeVV;45-420-j23-1;
425;bus;"Losensteinleiten - Weichstetten - Hofkirchen - Losensteinleiten Losensteinleiten - Weichstetten - Hofkirchen - Losensteinleiten";;;Österreichische Postbus AG;AT-OOeVV;45-425-j23-1;
430;bus;"Kirchdorf/Krems - Micheldorf (- Steyrling) - Windischgarsten Kirchdorf an der Krems - Windischgarsten";;;Stern & Hafferl VerkehrsgesmbH;AT-OOeVV;20-430-j23-1;
431;bus;"Hinterstoder Bhf-Hinterstoder Hinterstoder Bhf - Hinterstoder";;;Dr. Richard -Standort Oberösterreich;AT-OOeVV;20-431-j23-1;
432;bus;"Hinterstoder -Polsterstüberl -Dietlgut -Bärenalm - Baumschlagerreith bis 30.04. und ab 27.10. Hinterstoder Freizeitpark - Baum= schlagerreith bis 30.04. u. ab 27.10.";;;Dr. Richard -Standort Oberösterreich;AT-OOeVV;20-432-W-j23-2;
433;bus;"Steyr - Sierninghofen - Leonstein - Molln - Micheldorf - Kirchdorf/Kr. Steyr - Sierninghofen - Molln - Micheldorf - Kirchdorf/Kr.";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;14-433-j23-1;
434;bus;"Hinterstoder - Vorderstoder - Roßleithen - Windischgarsten Hinterstoder - Windischgarsten";;;Dr. Richard -Standort Oberösterreich;AT-OOeVV;20-434-j23-1;
435;bus;"Windischgarsten - Rosenau (- Hengstpass) Windischgarsten - Rosenau (- Hengstpass)";;;Dr. Richard -Standort Oberösterreich;AT-OOeVV;20-435-j23-1;
436;bus;"Windischgarsten - Edlbach - Spital am Pyhrn - Pyhrnpass Windischgarsten - Spital/Pyhrn - Pyhrnpass";;;Dr. Richard -Standort Oberösterreich;AT-OOeVV;20-436-j23-1;
440;bus;"Steyr - Losenstein - Großraming - Weyer Steyr - Losenstein - Großraming - Weyer";;;Österreichische Postbus AG;AT-OOeVV;33-440-j23-1;
441;bus;"Steyr - Kleinraming - Maria Neustift - Großraming Steyr - Maria Neustift - Großraming";;;Österreichische Postbus AG;AT-OOeVV;33-441-j23-1;
442;bus;"Losenstein - Laussa - (Pechgraben) Losenstein - Laussa";;;Österreichische Postbus AG;AT-OOeVV;33-442-j23-1;
443;bus;"Steyr - Garsten - Dambach Steyr - Garsten - Dambach";;;Stern & Hafferl Kraftfahrlinien GmbH;AT-OOeVV;14-443-j23-1;
444;bus;"Steyr - Saaß - Aschach a.d.Steyr - Sierning Steyr - Saaß - Aschach/St. - Sierning";;;Wilhelm Welser Verkehrsbetriebe GmbH;AT-OOeVV;14-444-j23-1;
450;bus;"Steyr - Sierning - Bad Hall - Rohr Steyr - Sierning - Bad Hall - Rohr";;;Stern & Hafferl Kraftfahrlinien GmbH;AT-OOeVV;14-450-j23-1;
452;bus;"Steinbach a.d.Steyr - Waldneukirchen - Bad Hall - Rohr Steinbach a.d.Steyr - Bad Hall - Rohr";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-452-j23-1;
453;bus;"Bad Hall - (Kremsmünster) - Schlierbach - Kirchdorf/Kr. Bad Hall - Schlierbach - Kirchdorf/Krems";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-453-j23-1;
454;bus;"Steyr - Sierning - Waldneukirchen - Adlwang Steyr - Sierning - Waldneukirchen - Adlwang";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-454-j23-1;
455;bus;"Rohr - Kremsmünster - Sattledt - Steinhaus - Thalheim - Wels Rohr - Kremsmünster - Sattledt - Steinhaus - Thalheim - Wels";;;Stern & Hafferl Kraftfahrlinien GmbH;AT-OOeVV;14-455-j23-1;
456;bus;"Kirchdorf/Kr. - Steinbach am Ziehberg - Pettenbach Kirchdorf a.d. Krems - Steinbach a.Zbg. - Pettenbach";;;Stern & Hafferl VerkehrsgesmbH;AT-OOeVV;20-456-j23-1;
457;bus;"Bad Hall - Neuhofen/Kr. - Traun - (Leonding Meixnerkreuzung) Bad Hall - Neuhofen/Kr. - Traun - (Leonding Meixnerkreuzung)";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-457-j23-1;
468;bus;"Bad Hall - Feyregg - Adlwang - Nußbach - Schlierbach - Kirchdorf/Kr. Bad Hall - Adlwang - Schlierbach - Kirchdorf/Krems";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-468-j23-1;
480;bus;"Kirchdorf/Kr. (- Schlierbach) - Pettenbach - Scharnstein Kirchdorf/Kr. (- Schlierbach) - Pettenbach - Scharnstein";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-480-j23-1;
481;bus;"Kirchdorf/Kr. - Inzersdorf - Pettenbach - Lederau - Eggenberg - Vorchdorf Kirchdorf/Krems - Pettenbach - Eggenberg - Vorchdorf";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-481-j23-1;
483;bus;"Sattledt - Ried/Tr. - Kirchdorf/Kr. Sattledt - Ried/Tr. - Kirchdorf an der Krems";;;Stern & Hafferl Kraftfahrlinien GmbH;AT-OOeVV;14-483-j23-1;
484;bus;"Kremsmünster - Ried i. Trk. - Voitsdorf Kremsmünster - Ried i. Trk. - Voitsdorf";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-484-j23-1;
485;bus;"Wels - Thalheim b. Wels - Sipbachzell - Kremsmünster Wels - Thalheim b. Wels - Sipbachzell - Kremsmünster";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-485-j23-1;
486;bus;"(Allhaming -) Eggendorf -Sipbachzell Allhaming- Eggendorf i.Tkr. - Sipbachzell";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-486-j23-1;
487;bus;"Wels - Schleißheim - Weißkirchen - Allhaming - Neuhofen/Kr. Wels - Schleißheim - Weißkirchen - Allhaming - Neuhofen/Kr.";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-487-j23-1;
488;bus;"Neuhofen/Kr. - Piberbach - Kematen/Kr. - Neuhofen/Kr. Neuhofen/Kr. - Piberbach - Kematen/Kr. - Neuhofen/Kr.";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-488-j23-1;
494;bus;"Wels - Thalheim b. Wels Wels - Thalheim b. Wels";;;Überland Wels Stroissmüller GmbH;AT-OOeVV;14-494-j23-1;

==Bereich 5xx
501;bus;"Wels - Fischlham - Steinerkirchen - Eberstalzell - Spieldorf - Vorchdorf Wels - Steinerkirchen - Eberstalzell - Vorchdorf";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-501-j23-1;
502;bus;"Eberstalzell - Spieldorf Eberstalzell - Spieldorf";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-502-j23-1;
503;bus;"(Sattledt -) Steinerkirchen/Traun - Fischlham - Lambach (Sattledt -) Steinerkirchen/Traun - Fischlham - Lambach";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-503-j23-1;
504;bus;"Wels - Gunskirchen - Edt b. Lambach - Lambach - Stadl Paura Wels - Gunskirchen - Lambach - Stadl-Paura";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-504-j23-1;
505;bus;"Lambach - Roitham - Laakirchen - Gmunden - Altmünster Lambach - Roitham - Laakirchen - Gmunden - Altmünster";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-505-j23-1;
506;bus;"Wels - Lambach - Schwanenstadt - Attnang-Puchheim Wels - Lambach - Schwanenstadt - Attnang-P.";;;Österreichische Postbus AG;AT-OOeVV;15-506-j23-1;
507;bus;"Laakirchen - Gmunden - Altmünster - Ebensee - Bad Ischl Laakirchen - Gmunden - Altmünster - Ebensee - Bad Ischl";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-507-j23-1;
508;bus;"Lambach - Stadl Paura - Bad Wimsbach/Neydharting - Roitham Lambach - Stadl-Paura - Bad Wimsbach - Roitham";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-508-j23-1;
511;bus;"Gh Altmühle - EKZ - Busbhf. - Am Sonnenhang Gmunden Altmühl - SEP - Busbhf. - Sonnenpark";;;sabtours Busbetrieb GmbH;AT-OOeVV;31-511-j23-1;
512;bus;"Krankenhaus - EKZ - Busbhf. - Rathauspl. - Cumberland Gmunden Krankenhaus - SEP - Busbhf. - Au - Cumberlandpark";;;sabtours Busbetrieb GmbH;AT-OOeVV;31-512-j23-1;
513;bus;"Krankenhaus - Rathauspl. - Schörihub - Cumberland Gmunden Krankenhaus - Sportz. - Busbhf. - Schörihub - Cumberlandp.";;;sabtours Busbetrieb GmbH;AT-OOeVV;31-513-j23-1;
517;bus;"Neukirchen - Reindlmühl - Pinsdorf - Gmunden Neukirchen - Reindlmühl - Pinsdorf - Gmunden";;;Österreichische Postbus AG;AT-OOeVV;15-517-j23-1;
520;bus;"Gmunden - Ohlsdorf - Steyrermühl/Laakirchen - Rüstorf - Schwanenstadt Gmunden - Ohlsdorf - Rüstorf - Schwanenstadt";;;sabtours Busbetrieb GmbH;AT-OOeVV;15-520-j23-1;
522;bus;"Gmunden - Altmünster - Neukirchen - Großalm Gmunden - Altmünster - Neukirchen - Großalm";;;Österreichische Postbus AG;AT-OOeVV;15-522-j23-1;
524;bus;"Lindach - Laakirchen - Gmunden Kirchenplatz Lindach - Laakirchen - Gmunden";;;sabtours Busbetrieb GmbH;AT-OOeVV;14-524-j23-1;
526;bus;"Vöcklabruck - Attnang-Puchheim - Laakirchen - Oberweis Vöcklabruck - Attnang-P. - Desselbrunn - Laakirchen";;;sabtours Busbetrieb GmbH;AT-OOeVV;15-526-j23-1;
527;bus;"Vorchdorf Bf - Lindach - Laakirchen Vorchdorf Bf - Lindach - Laakirchen";;;sabtours Busbetrieb GmbH;AT-OOeVV;15-527-j23-1;
531;bus;"Vöcklabruck - Regau - Pinsdorf - Gmunden Vöcklabruck - Regau - Pinsdorf - Gmunden";;;sabtours Busbetrieb GmbH;AT-OOeVV;15-531-j23-1;
533;bus;"Gmunden - Scharnstein - Grünau im Almtal - Almsee Gmunden - Scharnstein - Grünau i. Almtal - Almsee";;;sabtours Busbetrieb GmbH;AT-OOeVV;15-533-j23-1;
534;bus;"Grünau im Almtal Bahnhof - Kasbergbahnen/Schindlbach Grünau im Almtal - Kasbergbahnen/Schindlbach";;;sabtours Busbetrieb GmbH;AT-OOeVV;15-534-j23-1;
542;bus;"Bad Ischl - Bad Goisern - Gosaumühle - Gosausee bis 10.04.2023 Bad Ischl - Bad Goisern - Gosau bis 10.04.2023";;;Österreichische Postbus AG;AT-OOeVV;31-542-W-j23-1;
543;bus;"Obertraun - Hallstatt - Gosaumühle bis 10.04.2023 Obertraun - Hallstatt - Gosaumühle bis 10.04.2023";;;Österreichische Postbus AG;AT-OOeVV;31-543-W-j23-1;
546;bus;"Bad Ischl - Rußbach - Weißenbach - Strobl - St.Wolfgang im Salzkammergut - Ried Bad Ischl - Rußbach - Weißenbach - Strobl - St.Wolfgang - Ried";;;Österreichische Postbus AG;AT-OOeVV;31-546-j23-1;
548;bus;"Bad Ischl - Weißenbach - (- Steinbach) - Unterach/Attersee Bad Ischl - Weißenbach - (- Steinbach) - Unterach/Attersee";;;Österreichische Postbus AG;AT-OOeVV;31-548-j23-1;
551;bus;"Stadtbus BAD ISCHL: Bahnhof - Kaltenbach Stadtbus BAD ISCHL Bahnhof - Kaltenbach";;;Stern & Hafferl Kraftfahrlinien GmbH;AT-OOeVV;41-551-j23-1;
552;bus;"Stadtbus BAD ISCHL: Bahnhof - Reiterndorf Stadtbus BAD ISCHL Bahnhof - Reiterndorf";;;Stern & Hafferl Kraftfahrlinien GmbH;AT-OOeVV;41-552-j23-1;
553;bus;"Stadtbus BAD ISCHL: Bahnhof - Rettenbach - Zentrum STADTBUS BAD ISCHL Bahnhof - Rettenbach - Zentrum";;;Stern & Hafferl Kraftfahrlinien GmbH;AT-OOeVV;41-553-j23-1;
554;bus;"Stadtbus BAD ISCHL: Bahnhof - Pfandl (-Ramsau) Stadtbus BAD ISCHL Bahnhof - Pfandl (-Ramsau)";;;Stern & Hafferl Kraftfahrlinien GmbH;AT-OOeVV;41-554-j23-1;
555;bus;"Ebensee - Lahnstein/Traun - Bad Ischl Ebensee - Lahnstein/Traun - Bad Ischl";;;Österreichische Postbus AG;AT-OOeVV;31-555-j23-1;
561;bus;"Attnang-Puchheim - Vöcklabruck - Schörfling - Attersee - Unterach Attnang-Pucheim - Vöcklabruck - Schörfling - Attersee - Unterach";;;Österreichische Postbus AG;AT-OOeVV;15-561-j23-1;
562;bus;"Schörfling - Weyregg/A. - Weißenbach/A. - Unterach/Attersee Schörfling - Weyregg/A. - Weißenbach/A. - Unterach/Attersee";;;Österreichische Postbus AG;AT-OOeVV;15-562-j23-1;
563;bus;"Nachtschwärmer Schwanenstadt - Vöcklabruck - Kammer-Schörfling - St. Georgen/A. Nachtschwärmer Schwanenstadt - Vöcklabruck -St.Georgen/A.";;;Österreichische Postbus AG;AT-OOeVV;15-563-j23-1;
565;bus;"St.Georgen im Attergau - Attersee/Kemating - Schörfling - Lenzing - Vöcklabruck St.Georgen/A. - Seewalchen - Lenzing - Vöcklabruck";;;Österreichische Postbus AG;AT-OOeVV;15-565-j23-1;
572;bus;"Vöcklabruck - Dürnau Vöcklabruck - Dürnau";;;sabtours Busbetrieb GmbH;AT-OOeVV;15-572-j23-1;
576;bus;"Lenzing AG - Vöcklabruck - Regau - Attnang-Puchheim - Schwanenstadt Lenzing AG - Vöcklabruck - Attnang-P. - Schwanenstadt";;;sabtours Busbetrieb GmbH;AT-OOeVV;15-576-j23-2;
582;bus;"Schörfling - Aurach a. Hongar- Regau - Vöcklabruck Schörfling - Aurach - Regau -Vöcklabruck";;;Österreichische Postbus AG;AT-OOeVV;15-582-j23-1;
584;bus;"Vöcklabruck - Timelkam - Gampern Vöcklabruck - Timelkam - Gampern";;;Österreichische Postbus AG;AT-OOeVV;15-584-j23-1;
586;bus;"Straßwalchen - Vöcklamarkt - Timelkam - Vöcklabruck/Lenzing Straßwalchen - Frankenmarkt - Timelkam - Vöcklabruck";;;Österreichische Postbus AG;AT-OOeVV;15-586-j23-1;
592;bus;"Mondsee - Loibichl - Oberwang - Straß/Attergau - St.Georgen im Attergau Mondsee - Oberwang - St.Georgen im Attergau";;;Österreichische Postbus AG;AT-OOeVV;15-592-j23-1;
593;bus;"Mondsee - Innerschwand - Riedlbach - Oberwang Mondsee - Innerschwand - Riedlbach - Oberwang";;;Österreichische Postbus AG;AT-OOeVV;15-593-j23-1;
594;bus;"Mondsee - Zell am Moos - Haslau - Frankenmarkt Mondsee - Zell am Moos - Haslau - Frankenmarkt";;;Österreichische Postbus AG;AT-OOeVV;15-594-j23-1;
595;bus;"Mondsee - Zell am Moos - Oberhofen - Straßwalchen/Neumarkt am Wallersee Mondsee - Zell am Moos - Oberhofen - Neumarkt/W.";;;Österreichische Postbus AG;AT-OOeVV;15-595-j23-1;
596;bus;"Mondsee - Innerschwand - Unterach/Attersee Mondsee - Innerschwand - - Unterach/Attersee";;;Österreichische Postbus AG;AT-OOeVV;15-596-j23-1;

==Bereich 6xx
